queue_rank,content_hash_id,position_tier,avg_position,total_impressions,feat_ctr,tier_expected_ctr,opportunity_gap,rf_prob,priority_score,action_label,reason_text
34,content_6a678bd9e9b107ab,top_3,2.5330577761625173,3403.0,0.0,2.7645,2.7645,0.9724376222635496,21.863185815403174,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
35,content_5c2be3e461e471b6,top_3,2.82971251710037,3358.0,0.0,2.7645,2.7645,0.9727709555968829,21.834892162756013,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
36,content_d092a737bb522adf,top_3,0.7816778133151048,3240.0,0.0,2.7645,2.7645,0.9769802490171764,21.832787722518287,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
37,content_f29dd906bd100eb1,top_3,1.250716343408121,3147.0,0.0,2.7645,2.7645,0.9761807437224843,21.736350859230082,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
38,content_043d9e58fa612f3a,top_3,2.6560335677285623,3229.0,0.0,2.7645,2.7645,0.9727709555968829,21.72957894421866,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
39,content_f2b359a332315e9c,top_3,0.9736435242838163,3116.0,0.0,2.7645,2.7645,0.9762787061049295,21.711822734014543,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
40,content_5deba870c44ad151,top_3,0.707149202937752,3065.0,0.0,2.7645,2.7645,0.9762787061049295,21.6672980151434,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
41,content_4f3379fc429fa1a2,top_3,0.5456956359200132,3052.0,0.0,2.7645,2.7645,0.9762787061049295,21.655830113503306,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
42,content_41fa65c3c02ec740,top_3,2.6316224546769345,3053.0,0.0,2.7645,2.7645,0.9720694126846361,21.563339565931642,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
43,content_72b67fecb589b641,top_3,2.9807918130141053,3037.0,0.0,2.7645,2.7645,0.9725458132139699,21.559784821153144,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
44,content_b8b924e3572091d4,top_3,2.636074369504932,3033.0,0.0,2.7645,2.7645,0.9720694126846361,21.545683221919244,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
45,content_53e7a4386a32a32e,top_3,0.03620016845035883,2941.0,0.0,2.7645,2.7645,0.9752255593582089,21.532622178817025,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
46,content_7d0e25bd63b12027,top_3,1.241413022771248,2900.0,0.0,2.7645,2.7645,0.9761807437224843,21.51583910543789,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
47,content_ad1235d6bb41c71a,top_3,2.2140254715436525,2888.0,0.0,2.7645,2.7645,0.9720694126846361,21.41408290988047,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
48,content_c393d84fa6122eb5,top_3,1.5958948112106282,2812.0,0.0,2.7645,2.7645,0.9750794736690085,21.408530774790542,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
49,content_03081e31a746c1fd,top_3,0.3074198156843768,2729.0,0.0,2.7645,2.7645,0.9755035996495605,21.337074411027714,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
50,content_94cb0c79e66b5b7c,top_3,1.8821299149680977,2797.0,0.0,2.7645,2.7645,0.9709681426311602,21.303912006897814,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
51,content_276a3fbb91b7c07e,top_3,1.1992280105823998,2684.0,0.0,2.7645,2.7645,0.9750794736690085,21.282994186600074,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
52,content_fcd2b7ad554642a4,top_3,1.455305642969374,2618.0,0.0,2.7645,2.7645,0.9749814598560772,21.21377287938531,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
53,content_2b76b956c1a5aa80,top_3,1.6682518377280837,2704.0,0.0,2.7645,2.7645,0.970068097104731,21.193512992138903,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
54,content_7c27a500eed74248,top_3,1.7321262262430686,2786.0,0.0,2.7645,2.7645,0.9662040458943082,21.188861760885466,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
55,content_f3f6421a34ede015,top_3,2.9660175002527884,2661.0,0.0,2.7645,2.7645,0.971444543160494,21.18055092180073,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
56,content_5fde73ece2ba6d36,top_3,2.3696861226162613,2658.0,0.0,2.7645,2.7645,0.9709681426311602,21.167137118344886,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
57,content_2e6f70bef2a448dd,top_3,0.2223454700479301,109916.0,0.06095563885148659,2.7645,2.7035443611485133,0.6737721053624652,21.14387105141147,monitor_ctr,Directional signal present but below confidence threshold -- flag for next review cycle if impression volume grows
58,content_cce7923215e3dd5b,top_3,2.2314512186579254,2610.0,0.0,2.7645,2.7645,0.9711927094633901,21.12312302352043,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
59,content_188b924f3b96f261,top_3,0.401330235403421,2477.0,0.0,2.7645,2.7645,0.9764854771700852,21.09710536744893,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
60,content_087632fc68dcd6db,top_3,0.6716548595779054,2468.0,0.0,2.7645,2.7645,0.9764782829254809,21.087127701222823,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
61,content_128b089eab76d5ce,top_3,2.336311179388112,2564.0,0.0,2.7645,2.7645,0.9711927094633901,21.075400104295912,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
62,content_0a7a764302e3eb43,top_3,1.9573438006200055,2560.0,0.0,2.7645,2.7645,0.9711927094633901,21.071209916562367,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
63,content_5fde7b23ee9d8f16,top_3,1.5344380160101263,19777.0,0.02022551448652475,2.7645,2.744274485513475,0.7750015589490508,21.039166061140566,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
64,content_baa873eb50ee2710,top_3,2.4735119070725116,2499.0,0.0,2.7645,2.7645,0.9711927094633901,21.006485740128436,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
65,content_3eb93e7a5bbd5222,top_3,0.7018429345650451,2366.0,0.0,2.7645,2.7645,0.9767813132285111,20.97974582891605,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
66,content_8a3fdc6f7006ad25,top_3,2.8687027819023228,21699.0,0.027651043826904465,2.7645,2.7368489561730955,0.7677018882179141,20.97946675877214,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
67,content_a8440d564c0facd9,top_3,0.753003813419521,2361.0,0.0,2.7645,2.7645,0.9767813132285111,20.974035714839832,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
68,content_f2b385358da429ab,top_3,2.4354786969443496,2439.0,0.0,2.7645,2.7645,0.9711927094633901,20.94126320701285,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
69,content_3252c99e9fabb419,top_3,2.8927143809691853,2438.0,0.0,2.7645,2.7645,0.9711927094633901,20.940162628089748,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
70,content_090057cacd51b1e9,top_3,2.085332276054208,2397.0,0.0,2.7645,2.7645,0.9711927094633901,20.89464599029619,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
71,content_35f10273f0baf406,top_3,2.198751480817917,22942.0,0.021794089442943074,2.7645,2.742705910557057,0.7577493914081828,20.867565145166576,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
72,content_e78cfc4b077bfb6d,top_3,0.9931210190282097,2262.0,0.0,2.7645,2.7645,0.9768808157160733,20.86054030962194,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
73,content_fce56872cf9f8461,top_3,1.8199465979552245,2362.0,0.0,2.7645,2.7645,0.9711927094633901,20.85517030390594,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
74,content_cc853a10c20e96b5,top_3,2.5283873233066663,2348.0,0.0,2.7645,2.7645,0.9711927094633901,20.83921606704693,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
75,content_6835d54f3891230c,top_3,2.3777029110228836,18259.0,0.043814009529547074,2.7645,2.720685990470453,0.7803430255970712,20.832540450832887,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
76,content_9fa38c088d75fe83,top_3,0.7854964486049499,2233.0,0.0,2.7645,2.7645,0.9768808157160733,20.825709040286068,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
77,content_3fc85bdef381af2d,top_3,1.5071687142224197,2259.0,0.0,2.7645,2.7645,0.9754035429888006,20.82541722870598,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
78,content_8addaba591c50570,top_3,0.5084117355492395,2220.0,0.0,2.7645,2.7645,0.9768808157160733,20.809947993891093,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
79,content_9506d19a8ff03cc8,top_3,0.7474519849110248,2167.0,0.0,2.7645,2.7645,0.9768808157160733,20.744722170428663,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
80,content_60a1acf8e356bd94,top_3,0.9175206684324508,2138.0,0.0,2.7645,2.7645,0.9768808157160733,20.70835430091218,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
81,content_d096697dcee8950a,top_3,0.908359998175387,2134.0,0.0,2.7645,2.7645,0.9768808157160733,20.70329938691401,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
82,content_192a7aa395b6d03d,top_3,1.9340569223864366,2218.0,0.0,2.7645,2.7645,0.9712922119509523,20.68847803737271,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
83,content_a6bd8fd783853351,top_3,2.8435721032191816,2210.0,0.0,2.7645,2.7645,0.9712922119509523,20.67878001393674,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
84,content_72b955b5f26aec97,top_3,0.8067169348428262,2110.0,0.0,2.7645,2.7645,0.9768808157160733,20.672769580681734,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
85,content_0bbdb0b331945e67,top_3,1.4460029781629327,2133.0,0.0,2.7645,2.7645,0.9750809623436393,20.66389173031381,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
86,content_099392956b784b8d,top_3,0.7194959222619158,2099.0,0.0,2.7645,2.7645,0.9768808157160733,20.658660568696778,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
87,content_f520e8732cd4263e,top_3,2.6374036932355547,2186.0,0.0,2.7645,2.7645,0.9712922119509523,20.649473995119816,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
88,content_bdc734c8ee9548c7,top_3,1.8615250262404037,2154.0,0.0,2.7645,2.7645,0.9712922119509523,20.609895022318433,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
89,content_f06493b47cf5dab4,top_3,1.654008172457708,2169.0,0.0,2.7645,2.7645,0.970392166424523,20.60940495960998,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
90,content_8c9a17254a9e82a7,top_3,1.3946085311750271,2082.0,0.0,2.7645,2.7645,0.9754035429888006,20.60550216338852,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
91,content_027fcab15a063266,top_3,2.4257443939157795,2150.0,0.0,2.7645,2.7645,0.9712922119509523,20.604906377465124,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
92,content_3693af480d2c7793,top_3,2.916638524417317,2141.0,0.0,2.7645,2.7645,0.9712922119509523,20.593647923571144,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
93,content_e49b0b8545cc8ad3,top_3,1.1387812453158725,2058.0,0.0,2.7645,2.7645,0.9754035429888006,20.574253105666333,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
94,content_55514cdc61dd6f56,top_3,2.3344369178965008,2119.0,0.0,2.7645,2.7645,0.9712922119509523,20.565926879123825,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
95,content_6765e229738fb3c1,top_3,1.565503562448069,2045.0,0.0,2.7645,2.7645,0.9754035429888006,20.557174100833944,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
96,content_dfb3180b9bfa088e,top_3,1.03827505792428,2033.0,0.0,2.7645,2.7645,0.9754035429888006,20.541312272186786,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
97,content_72e556b597ccb43a,top_3,0.5330141091786834,1989.0,0.0,2.7645,2.7645,0.9768808157160733,20.51336167951775,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
98,content_f4005630cd53d099,top_3,1.8224129779169806,2074.0,0.0,2.7645,2.7645,0.9712922119509523,20.50831743245509,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
99,content_369e587914b67465,top_3,0.3950472640649643,1966.0,0.0,2.7645,2.7645,0.9765849796576472,20.475764381306973,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
100,content_0b5728913516b1fc,top_3,1.3721058955670795,1979.0,0.0,2.7645,2.7645,0.9754035429888006,20.46875624212061,rewrite_title_and_meta,High-confidence CTR opportunity: page ranks in top-10 but captures far below tier benchmark -- title/meta rewrite is the highest-leverage lever
